timestamp,x,y,speed_kmh,acceleration,throttle,brake,steering_angle,gear
17.5,64.7094,107.7221,76.368,0.0,0.0,0.0,4.7636,3
17.6,63.3927,109.4194,76.368,0.0,0.0,0.0,4.7636,3
17.7,61.9583,111.0186,76.368,0.0,0.0,0.0,4.7636,3
17.8,60.412,112.5098,76.368,0.0,0.0,0.0,4.7636,3
17.9,58.7633,113.887,76.368,0.0,0.0,0.0,4.7636,3
18.0,57.0206,115.143,76.368,0.0,0.0,0.0,4.7636,3
18.1,55.1927,116.2716,76.368,0.0,0.0,0.0,-4.491,3
18.2,53.3829,117.429,76.368,0.0,0.0,0.0,-4.7636,3
18.3,51.6604,118.7127,76.368,0.0,0.0,0.0,-4.7636,3
18.4,50.0339,120.116,76.368,0.0,0.0,0.0,-4.7636,3
18.5,48.5117,121.6318,76.368,0.0,0.0,0.0,-4.7636,3
18.6,47.1026,123.2533,76.368,0.0,0.0,0.0,-4.7636,3
18.7,45.8132,124.9715,76.368,0.0,0.0,0.0,-4.7636,3
18.8,44.6496,126.7772,76.368,0.0,0.0,0.0,-4.7636,3
18.9,43.6177,128.6614,76.368,0.0,0.0,0.0,-4.7636,3
19.0,42.7241,130.6149,76.368,0.0,0.0,0.0,-4.7636,3
19.1,41.9728,132.6275,76.368,0.0,0.0,0.0,-4.7636,3
19.2,41.367,134.6885,76.368,0.0,0.0,0.0,-4.7636,3
19.3,40.9098,136.7875,76.368,0.0,0.0,0.0,-4.7636,3
19.4,40.6045,138.9139,76.368,0.0,0.0,0.0,-4.7636,3
19.5,40.4526,141.0567,76.368,0.0,0.0,0.0,-4.7636,3
19.6,40.4278,143.2006,77.475,1.1648,0.233,0.0,1.7899,3
19.7,40.3711,145.3807,79.275,1.1382,0.2276,0.0,1.7899,3
19.8,40.2508,147.6091,81.075,1.1128,0.2226,0.0,1.7899,3
19.9,40.0645,149.8825,82.875,1.0885,0.2177,0.0,1.7899,3
20.0,39.8063,152.1999,84.675,1.0653,0.2131,0.0,1.7899,3
20.1,39.4734,154.5581,86.475,1.043,0.2086,0.0,1.7899,3
20.2,39.0613,156.9544,88.275,1.0217,0.2043,0.0,1.7899,3
20.3,38.5657,159.3862,90.075,1.0012,0.2002,0.0,1.7899,3
20.4,37.9826,161.8499,91.875,0.9815,0.1963,0.0,1.7899,3
20.5,37.308,164.3422,93.675,0.9625,0.1925,0.0,1.7899,3
20.6,36.5379,166.859,95.475,0.9443,0.1889,0.0,1.7899,3
20.7,35.6688,169.3962,97.275,0.9268,0.1854,0.0,1.7899,3
20.8,34.6958,171.9494,99.075,0.9099,0.182,0.0,1.7899,3
20.9,33.6167,174.5137,100.875,0.8936,0.1787,0.0,1.7899,3
21.0,32.4265,177.084,102.675,0.8779,0.1756,0.0,1.7899,3
21.1,31.1229,179.6548,104.475,0.8627,0.1725,0.0,1.7899,3
21.2,29.7027,182.2204,106.275,0.8481,0.1696,0.0,1.7899,3
21.3,28.1627,184.7745,108.0,0.6251,0.125,0.0,1.7899,3
21.4,26.5156,187.2885,108.0,0.0,0.0,0.0,1.7899,4
21.5,24.7752,189.7389,108.0,0.0,0.0,0.0,1.7899,4
21.6,22.944,192.1222,108.0,0.0,0.0,0.0,1.7899,4
21.7,21.0245,194.435,108.0,0.0,0.0,0.0,1.7899,4
21.8,19.0195,196.6741,108.0,0.0,0.0,0.0,1.7899,4
21.9,16.9319,198.8363,108.0,0.0,0.0,0.0,1.7899,4
22.0,14.7645,200.9185,108.0,0.0,0.0,0.0,1.7899,4
22.1,12.5204,202.9179,108.0,0.0,0.0,0.0,1.7899,4
22.2,10.2028,204.8315,108.0,0.0,0.0,0.0,1.7899,4
22.3,7.8149,206.6568,108.0,0.0,0.0,0.0,1.7899,4
22.4,5.3602,208.391,108.0,0.0,0.0,0.0,1.7899,4
22.5,2.842,210.0319,108.0,0.0,0.0,0.0,1.7899,4
22.6,0.264,211.5769,108.0,0.0,0.0,0.0,1.7899,4
22.7,-2.3702,213.0241,108.0,0.0,0.0,0.0,1.7899,4
22.8,-5.0569,214.3713,108.0,0.0,0.0,0.0,1.7899,4
22.9,-7.7924,215.6166,108.0,0.0,0.0,0.0,1.7899,4
23.0,-10.5726,216.7583,108.0,0.0,0.0,0.0,1.7899,4
23.1,-13.3938,217.7947,108.0,0.0,0.0,0.0,1.7899,4
23.2,-16.252,218.7244,108.0,0.0,0.0,0.0,1.7899,4
23.3,-19.143,219.5462,108.0,0.0,0.0,0.0,1.7899,4
23.4,-22.0629,220.2587,108.0,0.0,0.0,0.0,1.7899,4
23.5,-25.0075,220.8611,108.0,0.0,0.0,0.0,1.7899,4
23.6,-27.9726,221.3524,108.0,0.0,0.0,0.0,1.7899,4
23.7,-30.9541,221.732,108.0,0.0,0.0,0.0,1.7899,4
23.8,-33.9477,221.9993,108.0,0.0,0.0,0.0,1.7899,4
23.9,-36.9493,222.1541,108.0,0.0,0.0,0.0,1.7899,4
24.0,-39.9546,222.1959,108.0,0.0,0.0,0.0,1.7899,4
24.1,-42.9593,222.1248,108.0,0.0,0.0,0.0,1.7899,4
24.2,-45.9592,221.9409,108.0,0.0,0.0,0.0,1.7899,4
24.3,-48.9501,221.6445,108.0,0.0,0.0,0.0,1.7899,4
24.4,-51.9278,221.2359,108.0,0.0,0.0,0.0,1.7899,4
24.5,-54.888,220.7158,108.0,0.0,0.0,0.0,1.7899,4
24.6,-57.8266,220.0848,108.0,0.0,0.0,0.0,1.7899,4
24.7,-60.7394,219.3439,108.0,0.0,0.0,0.0,1.7899,4
24.8,-63.6223,218.4941,108.0,0.0,0.0,0.0,1.7899,4
24.9,-66.4713,217.5366,108.0,0.0,0.0,0.0,1.7899,4
25.0,-69.2823,216.4728,108.0,0.0,0.0,0.0,1.7899,4
25.1,-72.0513,215.3041,108.0,0.0,0.0,0.0,1.7899,4
25.2,-74.7745,214.0323,108.0,0.0,0.0,0.0,1.7899,4
25.3,-77.448,212.6591,108.0,0.0,0.0,0.0,1.7899,4
25.4,-80.068,211.1863,108.0,0.0,0.0,0.0,1.7899,4
25.5,-82.6309,209.6163,108.0,0.0,0.0,0.0,1.7899,4
25.6,-85.133,207.951,108.0,0.0,0.0,0.0,1.7899,4
25.7,-87.5707,206.193,108.0,0.0,0.0,0.0,1.7899,4
25.8,-89.9407,204.3446,108.0,0.0,0.0,0.0,1.7899,4
25.9,-92.2396,202.4085,108.0,0.0,0.0,0.0,1.7899,4
26.0,-94.4642,200.3874,108.0,0.0,0.0,0.0,1.7899,4
26.1,-96.6112,198.2842,108.0,0.0,0.0,0.0,1.7899,4
26.2,-98.6778,196.1018,108.0,0.0,0.0,0.0,1.7899,4
26.3,-100.6609,193.8434,108.0,0.0,0.0,0.0,1.7899,4
26.4,-102.5577,191.512,108.0,0.0,0.0,0.0,1.7899,4
26.5,-104.3657,189.111,108.0,0.0,0.0,0.0,1.7899,4
26.6,-106.0822,186.6438,108.0,0.0,0.0,0.0,1.7899,4
26.7,-107.7048,184.1139,108.0,0.0,0.0,0.0,1.7899,4
26.8,-109.2342,181.529,108.0,0.0,0.0,0.0,0.0,4
26.9,-110.7376,178.9329,108.0,0.0,0.0,0.0,0.0,4
27.0,-112.2409,176.3368,108.0,0.0,0.0,0.0,0.0,4
27.1,-113.7443,173.7406,108.0,0.0,0.0,0.0,0.0,4
27.2,-115.2476,171.1445,108.0,0.0,0.0,0.0,0.0,4
27.3,-116.751,168.5483,108.0,0.0,0.0,0.0,0.0,4
27.4,-118.2543,165.9522,108.0,0.0,0.0,0.0,0.0,4
27.5,-119.7577,163.3561,108.0,0.0,0.0,0.0,0.0,4
27.6,-121.261,160.7599,108.0,0.0,0.0,0.0,0.0,4
27.7,-122.7644,158.1638,108.0,0.0,0.0,0.0,0.0,4
27.8,-124.2677,155.5676,108.0,0.0,0.0,0.0,0.0,4
27.9,-125.7711,152.9715,108.0,0.0,0.0,0.0,0.0,4
28.0,-127.2745,150.3754,108.0,0.0,0.0,0.0,0.0,4
28.1,-128.7778,147.7792,108.0,0.0,0.0,0.0,0.0,4
28.2,-130.2812,145.1831,108.0,0.0,0.0,0.0,0.0,4
28.3,-131.7845,142.587,108.0,0.0,0.0,0.0,0.0,4
28.4,-133.2879,139.9908,108.0,0.0,0.0,0.0,0.0,4
